id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
707,4.993844e-25,2.3448655e-18,5.9620594e-21,5.8589106e-21,1.2415322e-15,1.2819533e-17,4.6183578e-17,3.456865e-18,1.3856391e-27,5.8223713e-21,3.098669e-24,1.8896483e-14,2.6347163e-24,3.1740283e-16,7.944544e-17,4.3132178e-12,3.811039e-22,1.61286e-20,1.1034525e-18,9.329971e-19,9.624848e-27,2.8394573e-15,4.6763924e-07,1.610799e-14,1.7435162e-15,3.37954e-13,3.6197829e-16,1.6403821e-16,2.670286e-10,9.096486e-13,2.086101e-13,4.2779743e-22,1.121397e-20,3.1740508e-17,1.6993395e-13,4.6173164e-18,3.4004348e-11,8.0783417e-16,1.2366163e-15,2.7624223e-17,3.494656e-16,1.1053011e-27,3.973232e-17,6.372717e-18,9.670993e-21,7.847356e-22,4.298613e-17,1.8759919e-17,2.1674734e-24,1.8305363e-17,1.3096826e-18,1.01318276e-20,1.7696067e-17,6.0079524e-20,6.941113e-21,2.5943258e-15,6.279679e-13,5.900308e-12,5.81529e-21,6.905802e-21,1.1117264e-16,2.8276507e-17,1.5305206e-10,1.1427756e-16,1.5332324e-17,9.190361e-21,6.458608e-10,0.9999995,3.0011544e-18,1.3479796e-14,4.614045e-09,3.9117077e-17,5.9338445e-10,7.845874e-11,3.7865904e-23,2.0496126e-15,1.28956835e-20,2.2406064e-12,6.651142e-18,1.14700255e-17,6.046459e-14,1.0008582e-15,1.2958084e-17,1.0913995e-19,3.5264252e-21,5.901128e-20,4.077597e-18,1.0267346e-12,4.7170167e-13,2.1940197e-23,5.0535517e-20,1.4307865e-19,4.3470115e-17,2.1655037e-19,1.854019e-21,2.6456933e-17,1.0396994e-09,6.6644184e-20,5.4876796e-17
708,1.1825147e-25,9.466219e-24,2.6861408e-23,1.9060897e-15,3.135285e-21,4.3669115e-23,1.7578008e-16,1.06205814e-20,5.0630102e-27,5.39549e-20,4.044392e-30,5.9273403e-22,1.2683856e-27,8.295271e-28,2.1994357e-14,1.6102067e-18,1.3435862e-21,4.7847658e-23,2.1702758e-27,7.938253e-23,2.124104e-21,2.3622729e-20,1.824794e-15,1.2112226e-17,1.7487768e-14,9.7332864e-21,8.8036556e-15,1.2090529e-17,8.279034e-10,8.848235e-22,6.171694e-29,1.730726e-17,6.936897e-24,1.873593e-21,9.2383634e-17,2.947502e-25,4.8213344e-09,2.2775453e-13,1.0,2.591522e-12,1.2395174e-14,4.287354e-22,2.4217211e-17,4.4757543e-14,2.3034379e-25,5.5324767e-16,2.6723574e-20,8.2342493e-13,4.449395e-21,3.9540157e-25,1.2236988e-14,2.1683928e-16,5.0240133e-19,2.5960648e-26,8.0336466e-20,7.435753e-19,1.5615612e-23,1.9735455e-09,1.8855098e-13,3.8127226e-17,3.1060234e-14,4.113017e-17,2.1525444e-16,2.0368892e-19,4.5661257e-23,8.737824e-27,6.8076747e-19,8.511327e-14,2.704502e-17,4.236079e-22,4.213436e-22,6.003004e-21,1.1674511e-16,5.0396738e-20,8.6442794e-24,2.0412249e-16,2.382068e-16,1.04978465e-13,1.8039841e-20,4.6642876e-13,2.1337347e-22,3.6555692e-14,4.4823092e-13,9.10644e-20,5.846242e-14,4.3743565e-19,5.7797886e-24,6.6384564e-15,1.2250193e-16,1.9081912e-16,1.5585487e-17,2.5892123e-25,1.0339832e-19,3.531682e-26,8.1411455e-16,6.273486e-19,3.0414355e-11,1.4196079e-21,1.2745613e-25
715,3.8742213e-12,2.945628e-15,5.2928638e-21,8.3043666e-14,3.0535357e-19,1.6008327e-22,1.1957507e-10,5.587166e-11,4.937646e-16,8.0370904e-13,2.7862423e-27,1.3619837e-12,1.27929595e-17,1.2291182e-18,4.298253e-17,2.9901557e-22,2.8219655e-22,2.5794033e-17,2.0518203e-14,3.1064902e-18,0.99999976,2.3299317e-25,2.687245e-17,9.745904e-16,1.8245214e-12,8.278666e-22,6.859477e-17,3.628932e-26,2.5148201e-18,1.4789119e-17,4.9466025e-23,4.8970203e-22,1.00472456e-25,3.452914e-13,2.7315025e-23,4.4679034e-19,2.5988664e-20,4.783342e-15,2.828106e-16,2.0211947e-16,2.2433088e-24,2.090705e-18,1.362291e-26,5.042884e-20,1.3386526e-23,2.3468349e-18,6.6386067e-15,1.1914631e-15,1.7917212e-07,5.587381e-18,1.6603075e-24,1.0199199e-18,1.7404001e-15,4.4601894e-19,7.181075e-14,7.539728e-17,1.7068359e-22,1.549162e-21,1.5596514e-21,2.809458e-18,1.565454e-10,2.1368815e-19,1.3709431e-21,1.7003654e-27,8.878248e-24,1.103187e-19,1.7022118e-23,1.1217068e-25,3.7084114e-23,8.622948e-21,2.670188e-19,2.738283e-16,3.077709e-26,1.18008e-19,1.0771659e-14,2.1952898e-18,1.434142e-19,3.4100634e-21,8.011759e-21,2.922803e-09,4.1706794e-12,9.1784206e-20,1.1188713e-21,1.2533818e-22,5.304662e-16,1.0521396e-17,1.2386539e-19,3.7630514e-21,1.1305007e-24,3.8019868e-18,4.2506346e-20,2.080852e-13,1.5758688e-12,3.035769e-13,1.5884786e-21,1.525231e-22,1.2833294e-23,1.4962604e-23,3.989971e-17
719,2.6720577e-23,5.823206e-25,1.5490426e-23,4.431037e-27,2.1668214e-24,1.025028e-21,2.0661897e-26,4.1117947e-24,7.93279e-34,3.2833871e-18,3.1332044e-36,3.2868419e-28,3.9792916e-22,7.69357e-25,1.5273343e-28,1.3663566e-25,1.3228933e-34,3.317272e-22,1.6413262e-26,9.593287e-28,1.4771793e-27,3.4626976e-27,5.472558e-28,8.408084e-20,1.1100804e-20,1.22947275e-29,1.8425606e-23,2.0200422e-28,1.1926142e-22,2.51148e-29,5.133826e-33,1.4088617e-28,1.0018699e-32,1.9571523e-21,8.351497e-29,2.7117905e-28,4.468924e-28,2.0321354e-23,1.7102215e-19,9.419247e-24,3.9875833e-32,3.3299996e-23,1.2857451e-31,3.1538123e-32,1.9948266e-27,1.9668311e-27,9.907696e-23,4.2259894e-23,8.0208626e-16,2.5614417e-31,8.0516475e-22,1.4665087e-31,1.0700424e-25,8.423213e-18,1.0,4.622286e-19,4.117404e-21,5.210962e-30,3.0330802e-27,3.448325e-22,1.2843742e-21,6.1322187e-15,7.8889514e-24,8.326358e-31,6.0355805e-23,5.4784025e-22,5.363248e-29,1.1072152e-31,1.09868266e-16,1.4146856e-25,6.5592476e-20,2.2711286e-25,3.9676878e-26,1.8335851e-31,9.429471e-21,1.5196011e-18,2.9574621e-15,2.6498023e-27,1.3825352e-27,8.304926e-21,2.5936747e-22,5.454307e-26,2.2370481e-29,7.0323853e-25,3.9933934e-27,7.221054e-23,5.9212157e-22,2.415515e-22,4.2446414e-27,3.733279e-31,1.5957988e-27,3.2793576e-25,5.0848535e-23,2.870471e-33,4.6754875e-34,2.4170259e-30,1.2094703e-21,1.0492125e-27,3.628153e-21
723,2.5264395e-23,6.100936e-28,2.9203482e-19,4.284255e-26,6.026902e-32,1.791332e-20,4.598702e-26,9.363719e-31,1.2586634e-35,7.026479e-27,0.0,4.9165866e-35,1.0176005e-32,0.0,8.820488e-32,1.1014713e-27,8.9678524e-36,8.9005355e-30,2.896692e-35,4.347795e-31,3.1118148e-34,1.2098434e-37,4.1595215e-37,0.0,1.901231e-23,0.0,1.1428288e-23,2.1803568e-28,3.389616e-26,0.0,0.0,0.0,4.895898e-38,3.69393e-36,6.940121e-33,6.0445587e-33,8.589646e-32,9.887796e-16,9.737696e-23,3.1615447e-25,9.310677e-25,2.3944095e-26,1.3298478e-23,4.5089194e-23,6.454853e-33,1.13456606e-32,0.0,1.6420309e-22,5.7802364e-29,0.0,2.9934633e-24,0.0,0.0,0.0,2.2946123e-20,3.0654707e-30,9.483312e-32,4.0513178e-26,3.4736995e-15,4.6772584e-17,1.8677263e-22,3.7937e-26,0.0,1.7362155e-31,0.0,4.32501e-34,6.180838e-36,6.927599e-36,1.794805e-22,2.6579184e-29,3.5649887e-36,2.1918987e-28,5.250207e-31,2.7712063e-31,0.0,8.0912436e-22,1.0,3.81915e-28,7.2680563e-32,1.4084107e-35,2.168671e-34,1.1043364e-27,4.0909818e-26,3.1524555e-38,8.965016e-28,4.6323076e-21,6.4343566e-31,1.9758693e-13,0.0,2.4062206e-19,2.0004402e-22,9.9914284e-37,5.0333e-33,0.0,8.538781e-24,1.3719183e-26,2.1271767e-29,0.0,5.9398437e-34
725,1.1094365e-17,1.0578343e-21,4.191072e-19,1.1889158e-12,3.1575604e-18,3.2699297e-19,1.5658869e-18,1.250382e-20,2.0181148e-26,1.1642592e-25,9.861214e-25,7.4638295e-23,8.136111e-21,5.855593e-29,7.2558023e-16,6.160136e-21,2.378717e-20,1.7921761e-20,9.442133e-19,5.751921e-20,5.2987674e-31,1.0899033e-21,1.1343755e-21,1.5295303e-27,3.1669863e-15,1.8259261e-22,4.0733398e-14,1.6845355e-23,4.609292e-15,4.7134734e-29,3.8768554e-15,8.418846e-29,1.5051686e-19,9.683104e-25,4.983402e-20,1.10459954e-20,1.3011703e-14,4.502464e-16,1.26275655e-23,2.7893467e-17,2.0393628e-14,2.3707041e-24,5.93317e-13,1.1466415e-07,3.394443e-22,8.350456e-23,8.050234e-26,7.429161e-19,2.3699086e-24,2.4477355e-21,1.9440031e-11,1.2458312e-26,1.7180043e-21,5.1561388e-23,1.1680344e-20,1.4884923e-16,7.6795745e-16,1.7098555e-16,3.8805972e-12,4.8354117e-18,1.9324103e-18,1.0902115e-20,7.2300995e-18,2.0526284e-13,1.2482491e-24,6.423194e-21,6.3655096e-20,1.5384437e-14,3.1871897e-15,0.99999046,3.612365e-19,8.231174e-12,5.494594e-21,6.007786e-08,3.451173e-30,7.463311e-17,1.4407632e-12,7.006143e-14,2.3907384e-24,2.1181819e-24,2.6794033e-22,1.25617e-15,8.60196e-13,2.3222961e-18,1.1508198e-22,4.0145132e-10,1.8230159e-08,9.25255e-06,6.870257e-24,1.9875105e-17,6.287355e-16,9.337065e-22,7.56158e-24,5.023031e-32,5.359653e-16,1.4455483e-18,3.1104033e-11,4.6146394e-23,4.14786e-18
729,8.946567e-28,2.7363015e-22,3.3553553e-19,1.649684e-22,7.275202e-20,1.5510315e-20,7.4066385e-22,9.678954e-24,2.3264812e-29,2.4906479e-25,9.792465e-28,1.7138302e-22,5.8126323e-28,4.4223136e-24,5.880734e-17,1.2210163e-16,4.5449135e-20,6.50441e-26,2.1287638e-25,1.8825327e-22,1.6299604e-30,1.2050095e-18,6.923082e-13,1.3203503e-22,2.557103e-19,5.642296e-19,1.914864e-15,3.8573287e-16,2.0684613e-18,9.8621765e-24,1.2625964e-21,4.5302953e-24,6.658182e-24,5.944906e-24,8.755423e-16,5.201467e-23,1.780781e-13,5.760147e-19,7.390429e-17,4.944856e-20,5.100202e-11,8.827459e-31,2.0573136e-15,1.7352153e-16,1.14716145e-23,3.5193224e-26,1.8799025e-26,4.76942e-16,3.1991818e-30,1.8910816e-24,2.7620504e-20,6.844499e-25,2.2502113e-29,6.6738983e-31,2.2869498e-26,2.1012662e-19,2.0437615e-19,4.7588895e-12,2.1357479e-20,1.502243e-15,2.751795e-21,1.23587e-18,2.0851287e-19,1.0451514e-13,6.924285e-24,1.3170719e-27,3.5370923e-16,0.9999999,3.8574683e-20,8.112731e-20,1.1785569e-16,6.1181134e-20,1.3153105e-07,6.016659e-16,2.3520301e-28,4.8639422e-20,1.1656425e-19,2.9953473e-13,9.7586827e-20,7.661854e-24,1.5132752e-22,2.505101e-19,3.102559e-14,1.5680249e-24,1.714561e-24,2.2181658e-22,4.0138814e-23,2.5134799e-09,1.9838395e-18,6.767162e-24,1.2265429e-17,5.548792e-24,8.564971e-25,4.7810284e-29,8.530231e-21,4.6470795e-16,6.5095396e-10,7.6792133e-22,2.3036432e-22
731,2.499149e-31,1.6137457e-29,7.944653e-36,2.4083045e-27,4.4094185e-28,2.4721282e-29,0.0,1.1525937e-35,0.0,4.854388e-31,2.843297e-29,0.0,1.0547564e-31,4.6757885e-35,2.4492135e-23,1.8370535e-28,2.273225e-26,3.268709e-37,6.6493717e-25,0.0,7.745557e-37,5.0934124e-09,1.6918046e-21,1.1493793e-28,3.1173268e-27,5.207635e-18,8.1117827e-25,2.4038726e-26,1.5075912e-26,6.0101416e-32,1.3395715e-32,1.9187095e-31,1.4447469e-32,2.754299e-33,1.6461283e-27,1.101517e-28,1.2516977e-26,3.3379584e-32,2.562101e-35,1.061489e-24,2.001637e-31,2.8640113e-30,7.6618376e-36,2.3325776e-29,1.6082956e-28,0.0,2.9440358e-21,0.0,1.8161208e-37,1.9296044e-36,6.132364e-36,1.5830355e-35,2.7178352e-38,8.886481e-32,2.3747158e-26,1.1030548e-30,5.104172e-15,4.7602572e-32,0.0,5.3012844e-31,3.649004e-27,5.3376125e-29,9.989076e-20,4.471989e-30,1.5783645e-25,2.1106229e-29,8.430342e-27,4.468208e-28,5.5780086e-34,7.088251e-38,1.9883775e-26,1.524291e-27,8.4652175e-18,1.0019106e-27,2.685307e-26,2.5885178e-20,6.666274e-36,9.546545e-16,6.917879e-29,1.8796081e-34,3.0469273e-34,2.3046764e-33,0.0,1.04832095e-26,0.0,1.4274608e-35,1.5327741e-28,5.818287e-29,1.9952925e-14,2.784198e-38,3.6580163e-37,2.1671977e-20,8.6207465e-36,4.6067247e-34,1.5119877e-38,2.7089391e-34,4.800871e-24,1.0,6.794079e-27
734,1.4528425e-26,2.2638219e-23,6.219815e-29,2.198314e-27,6.4329905e-21,2.815892e-21,1.7752814e-12,5.381122e-20,2.7045517e-26,3.1791784e-17,3.6554933e-36,6.4903933e-15,8.284301e-27,9.867657e-12,4.924946e-25,1.3801492e-18,5.137022e-32,1.7909503e-19,7.179884e-22,2.5314586e-21,5.6870404e-22,3.2611602e-30,2.6719244e-16,1.2514522e-14,4.9060922e-21,2.8971267e-25,1.1675939e-23,2.9058551e-28,1.1332289e-18,8.531819e-15,1.09419504e-23,2.0814409e-27,1.8088377e-25,3.0490018e-16,1.0325915e-27,7.020364e-21,1.18892245e-20,9.525759e-19,2.23622e-22,3.3780183e-22,1.2545477e-32,1.1489011e-29,3.6415153e-31,1.588218e-29,3.5149314e-28,9.553392e-24,2.0324825e-17,5.021982e-19,3.5200279e-22,9.33488e-28,2.871863e-25,9.471018e-25,1.8516698e-17,1.3972531e-20,1.5074729e-15,8.075018e-16,9.866924e-23,4.7871393e-23,1.7725923e-26,7.219378e-22,3.1585558e-17,6.504492e-24,7.920293e-21,1.6644797e-25,5.8796552e-18,2.6472414e-23,4.152514e-22,1.0648928e-22,7.175664e-23,1.127247e-21,1.1519714e-13,1.7805723e-15,9.607099e-27,7.636968e-23,4.4855555e-22,5.4909406e-20,5.7555834e-25,1.1865239e-23,1.7399637e-21,1.2372269e-13,1.0,7.3164765e-20,3.1853447e-25,5.5149207e-25,1.03396194e-22,2.9933102e-27,1.4150109e-23,1.4423849e-24,3.764509e-25,4.080224e-28,2.86921e-27,4.9577494e-23,3.5841938e-14,8.1100665e-21,4.626529e-30,7.7777556e-26,5.0894746e-22,4.872713e-33,1.8526764e-21
735,1.3463772e-21,8.4042277e-22,1.7139215e-15,1.332637e-21,2.3232149e-24,7.6419945e-27,3.6494485e-20,8.17244e-18,6.104321e-25,2.4399616e-24,1.4908341e-19,4.407742e-33,3.5267084e-29,1.0223518e-31,3.7956355e-28,6.213574e-23,2.9987763e-25,1.111605e-14,2.9565576e-24,5.6950396e-26,1.077512e-28,1.008963e-29,3.255876e-31,2.5941304e-29,3.646702e-30,9.033075e-31,3.5086647e-19,8.4968866e-19,2.1816428e-24,2.8276168e-34,2.496168e-30,5.4071137e-19,2.6408788e-14,4.16971e-27,5.7020395e-26,5.486329e-22,2.9499886e-32,1.614817e-22,3.551149e-26,2.1157653e-22,1.3921634e-25,2.0440206e-25,2.7783208e-15,6.741229e-28,1.0,5.4741685e-27,1.4366117e-34,2.6750564e-23,4.509403e-37,2.7710979e-33,1.2410753e-27,9.067095e-28,6.9679075e-37,3.5285514e-37,7.291582e-31,5.2803456e-27,3.9417015e-30,1.122359e-15,4.5647017e-10,2.751643e-25,1.5509409e-15,3.9423393e-27,1.3039999e-26,6.5879615e-27,1.4707129e-20,2.7904155e-25,5.1853017e-23,2.2438182e-28,4.7207173e-21,2.3591677e-26,5.552399e-29,2.9897628e-26,1.0525118e-27,8.431475e-18,2.011667e-29,6.7079737e-16,1.2101053e-24,2.4919053e-23,1.9186651e-24,4.9436783e-31,6.114342e-25,2.0266105e-13,9.308181e-27,1.745792e-24,7.1311607e-22,2.1731097e-19,5.5506766e-24,4.028764e-22,9.564347e-28,2.6586739e-18,5.173984e-14,3.727184e-26,6.193199e-23,7.3668555e-36,1.229574e-17,1.2630301e-21,2.3326765e-28,4.8096706e-31,1.4321964e-26
736,7.6702584e-20,1.1574773e-16,5.8116522e-21,3.1450175e-16,7.066133e-16,8.929055e-24,1.6079586e-11,6.696963e-08,1.6846309e-19,2.3735919e-18,5.6412574e-20,3.7674357e-07,9.481752e-24,2.4147995e-18,1.2323007e-18,3.6191435e-18,7.48788e-23,3.0996114e-18,1.9934527e-15,1.975697e-18,1.83176e-15,1.7089183e-24,5.2825044e-17,2.1001564e-14,2.081076e-18,2.595587e-19,5.618375e-16,8.085475e-28,5.174691e-10,2.8278658e-17,3.2913135e-16,3.4678265e-18,6.19818e-16,1.2246331e-12,2.0184515e-23,5.3727194e-16,2.8668878e-20,7.677876e-18,3.2422087e-20,7.16271e-19,1.5260835e-25,9.980239e-26,5.8896254e-23,5.0143382e-20,9.388736e-19,1.3655691e-17,2.2065017e-14,3.1246576e-20,2.7677513e-15,9.90959e-13,4.1991276e-26,4.698457e-20,1.0781476e-07,1.3538321e-16,1.8322736e-19,1.24888846e-17,5.1015085e-20,4.5519032e-20,6.787049e-21,1.6844652e-25,2.7709543e-10,1.3863416e-20,1.7998613e-17,3.536371e-26,1.4095741e-15,4.1041078e-19,3.0436206e-15,2.7648646e-19,5.300891e-18,3.4717215e-16,4.5254247e-15,1.3751677e-16,2.4443373e-25,1.8056696e-07,2.637656e-21,5.4037573e-12,1.587283e-23,1.25194416e-20,1.863646e-23,3.747981e-12,2.6035768e-10,2.3832686e-10,2.1054811e-23,1.0851301e-20,1.3529886e-19,3.1360392e-19,2.8283434e-15,1.7239006e-22,6.281165e-20,3.149848e-21,2.1165662e-19,9.612562e-18,0.9999993,7.128047e-13,6.0997664e-21,7.367433e-23,6.2171115e-20,1.1933397e-25,1.4037186e-17
739,1.0564966e-15,1.8825124e-21,5.5121215e-18,1.9099477e-11,2.3732572e-19,1.2162206e-21,5.75699e-17,6.899805e-20,3.0961804e-22,1.797352e-24,1.7639023e-21,7.8046055e-23,3.7840835e-21,2.86931e-26,1.6166393e-17,1.4596894e-22,1.4938669e-21,2.1977037e-18,8.218043e-20,1.1293055e-19,9.005079e-29,1.5574497e-24,1.0553207e-22,4.285756e-27,3.4495308e-17,2.6127085e-24,3.784037e-15,6.628561e-23,1.5775469e-16,1.6666256e-27,6.6073996e-17,1.9010695e-25,2.0629466e-17,1.9302588e-22,9.4335515e-18,5.5727925e-21,1.1233564e-16,9.505409e-16,7.13511e-21,1.07608085e-16,7.850441e-15,1.3734351e-21,4.4178704e-13,2.3487526e-10,3.1593585e-20,2.2041254e-19,2.9625186e-24,1.5407151e-16,8.417795e-23,6.169575e-22,8.693423e-12,2.3509053e-24,3.789508e-17,3.962389e-21,2.7147813e-21,1.8900013e-15,1.0755206e-20,4.383431e-17,1.381228e-08,3.0870715e-17,2.6804387e-16,3.948707e-19,1.6705022e-19,2.8049545e-15,1.5834024e-22,7.467757e-20,1.6180636e-18,5.394451e-16,7.158113e-15,1.0,6.6415264e-21,5.0953203e-15,7.9105366e-22,1.7476e-10,7.8335173e-28,4.586114e-15,1.3207694e-13,3.5824183e-17,7.775301e-24,4.552636e-20,1.4609834e-20,2.7372896e-10,3.2504176e-11,3.779042e-17,3.7806946e-20,8.646847e-10,5.3039784e-11,2.5529387e-10,1.5291906e-25,1.9498468e-16,8.5466585e-11,8.475184e-22,1.6024651e-21,6.6086444e-29,7.428096e-12,1.2623769e-18,1.7852516e-11,3.1294252e-24,7.509042e-18
743,1.4252727e-17,6.790057e-17,7.3892865e-17,1.1915902e-19,2.1311033e-10,2.3887717e-14,9.579361e-15,4.590673e-15,6.752605e-24,9.211259e-11,3.8829768e-25,8.709838e-15,1.760517e-21,1.8687856e-13,6.3627225e-18,3.4866776e-14,1.7772446e-21,9.17156e-16,9.645799e-16,1.264065e-19,8.873797e-16,1.7067524e-13,4.7426115e-13,0.99999785,2.0083215e-12,5.9937832e-09,6.348491e-18,6.463759e-18,1.3485041e-11,1.2921838e-12,1.86333e-16,7.811295e-14,8.0880477e-22,2.2454134e-14,8.130138e-17,3.448433e-16,3.8369806e-16,1.1130375e-13,7.1182377e-10,6.957504e-08,2.9599073e-21,7.873824e-21,6.236642e-23,1.5536265e-22,5.0107413e-18,2.323278e-19,3.8781895e-13,9.251256e-16,1.474973e-14,7.38646e-19,2.6707823e-20,1.784358e-20,1.0923704e-15,2.8380855e-17,1.9867273e-06,7.4478416e-16,3.413565e-17,1.9816044e-14,6.33032e-21,1.2712903e-18,4.9740222e-11,3.6573383e-11,9.688377e-12,5.8317584e-23,1.3482404e-13,3.2216725e-15,4.916752e-17,1.48488e-15,2.9979115e-14,5.575973e-20,8.792538e-09,1.0493769e-15,3.9472176e-14,1.0860176e-15,4.4216335e-11,6.2362184e-14,1.9222144e-16,2.3396001e-17,3.6549735e-19,7.6802224e-11,1.3383345e-14,1.0189283e-14,3.8536786e-21,3.7318822e-20,6.0326824e-18,1.238974e-17,1.1309862e-16,4.293034e-17,3.6410232e-15,1.3726583e-19,7.50117e-21,6.105104e-16,3.1033948e-13,2.622315e-19,1.9050873e-25,1.1892827e-20,2.1767031e-10,4.4738345e-17,5.551934e-13
744,2.0634844e-37,1.9107917e-31,6.633451e-28,6.8230206e-32,1.2753284e-27,3.1761005e-24,0.0,1.8467061e-37,0.0,4.9875e-35,6.202282e-29,1.9796852e-37,8.747269e-33,4.0750076e-38,5.87148e-31,1.3475535e-29,1.8434216e-27,0.0,8.026772e-38,7.1019766e-37,0.0,1.0,3.834175e-26,1.0790714e-27,1.2183026e-33,1.4103924e-23,4.3268437e-33,4.2699796e-33,7.4612515e-31,9.915207e-33,4.158563e-25,1.3714501e-22,3.893849e-37,8.6095075e-36,3.8458808e-25,8.9894094e-33,3.596627e-27,1.6075702e-30,1.9193077e-33,1.3246373e-24,4.0791166e-29,2.5414064e-35,4.1301303e-36,2.701724e-35,1.1945757e-31,0.0,2.519831e-20,0.0,0.0,7.861771e-37,1.4721154e-36,0.0,3.1087947e-38,2.419876e-38,1.0018447e-29,6.2910473e-28,5.4002438e-21,2.6840403e-31,0.0,8.186539e-34,8.671727e-31,5.349284e-32,2.2064411e-32,2.2778957e-33,1.3835559e-31,1.6077124e-36,9.963065e-31,1.7603457e-29,3.0204327e-30,0.0,1.3206011e-31,1.253472e-31,4.1277406e-19,1.627768e-29,1.8447103e-33,3.6064523e-26,1.0715931e-35,5.0086474e-19,7.336358e-32,6.8329273e-37,7.942471e-36,1.6568005e-34,3.574681e-38,6.937844e-33,1.4595439e-38,1.2037116e-37,4.58845e-34,2.2025278e-27,1.0102867e-24,0.0,0.0,3.5572878e-35,3.0639813e-33,8.992684e-37,1.6453912e-30,1.3506667e-37,3.6151932e-29,3.754623e-20,5.742162e-25
746,9.007173e-07,5.0171453e-05,2.5704304e-12,5.9055774e-11,4.92374e-10,1.258985e-11,2.0858107e-12,5.0563354e-09,4.319149e-06,3.4595704e-09,1.7572669e-08,1.1247215e-06,2.978682e-12,1.5013683e-15,4.669653e-05,7.788878e-12,0.9478661,6.8544474e-14,1.491102e-09,2.000817e-10,1.3133379e-09,5.284459e-13,1.896253e-12,1.6895347e-15,6.3743227e-13,2.6827305e-14,0.05202233,2.670892e-13,2.0295526e-13,4.9761104e-17,2.6262818e-16,1.1591519e-12,6.1032733e-12,7.5058617e-13,2.4608775e-14,4.621924e-10,1.6595543e-11,2.4677662e-12,4.2761383e-10,8.363406e-12,9.104611e-12,1.5088139e-09,2.3081121e-09,9.3484775e-11,7.690787e-11,3.1145215e-14,9.0957936e-12,2.1232323e-09,4.329469e-09,2.20041e-08,1.0653538e-13,1.880361e-10,4.5636937e-15,1.5688415e-15,7.316901e-13,6.5806093e-12,6.1810286e-11,2.7785703e-13,7.1112886e-13,2.2569553e-09,2.442007e-10,1.00775005e-11,1.4468463e-14,2.9246178e-10,7.621721e-13,9.803778e-18,2.1995841e-11,9.6463934e-14,7.09205e-14,2.1826154e-12,1.0635868e-14,1.7649783e-09,1.2621644e-10,8.502653e-11,7.902657e-11,4.0315488e-08,8.938514e-12,3.1530645e-09,2.4465117e-09,2.5539123e-16,2.7237433e-12,1.4477767e-14,5.220342e-10,3.866796e-10,2.1446328e-07,5.398931e-10,2.3359805e-15,5.059249e-09,3.6907673e-12,2.4431193e-07,1.1309249e-09,9.35311e-12,4.5601006e-11,6.4110723e-13,7.753115e-06,7.516138e-08,2.655103e-15,2.5669938e-10,9.457293e-13
